group_id,event,ambiguousflag,track_id,filename,video,datetime,tagid,mergethreshold,eventid
43,entering,o,1676,20second/track_01676_20s.png,1_02_R_190807110000.cfr.mp4,06:13.8,199,20s,199__1676
44,exiting,o,14024,20second/track_14024_20s.png,31_02_R_190808160000.cfr.mp4,25:17.6,199,20s,199__14024
45,exiting-entering,o,10280,20second/track_10280_20s.png,30_02_R_190808150000.cfr.mp4,30:24.7,212,20s,212__10280
46,exiting,o,3840,20second/track_03840_20s.png,1_02_R_190807110000.cfr.mp4,14:51.0,220,20s,220__3840
47,exiting,o,12465,20second/track_12465_20s.png,1_02_R_190807110000.cfr.mp4,53:35.8,220,20s,220__12465
48,exiting,o,7170,20second/track_07170_20s.png,4_02_R_190807140000.cfr.mp4,31:42.4,220,20s,220__7170
49,entering,o,7332,20second/track_07332_20s.png,2_02_R_190807120000.cfr.mp4,26:08.1,221,20s,221__7332
50,exiting-entering,o,3233,20second/track_03233_20s.png,31_02_R_190808160000.cfr.mp4,08:31.6,221,20s,221__3233
51,entering,,3303,20second/track_03303_20s.png,31_02_R_190808160000.cfr.mp4,08:50.8,221,20s,221__3303_3417
52,exiting-entering,o,3463,20second/track_03463_20s.png,31_02_R_190808160000.cfr.mp4,08:56.1,221,20s,221__3463
53,x,x,3499,20second/track_03499_20s.png,31_02_R_190808160000.cfr.mp4,09:46.9,221,20s,221__3499_3811
54,x,x,8677,20second/track_08677_20s.png,1_02_R_190807110000.cfr.mp4,37:31.8,223,20s,223__8677
55,exiting,o,1651,20second/track_01651_20s.png,1_02_R_190807110000.cfr.mp4,06:12.1,243,20s,243__1651
56,exiting,o,12915,20second/track_12915_20s.png,31_02_R_190808160000.cfr.mp4,23:37.6,256,20s,256__12915
57,entering,o,14008,20second/track_14008_20s.png,31_02_R_190808160000.cfr.mp4,25:21.4,256,20s,256__14008_14014
58,exiting,o,415,20second/track_00415_20s.png,1_02_R_190807110000.cfr.mp4,01:37.3,259,20s,259__415
59,exiting,o,7340,20second/track_07340_20s.png,4_02_R_190807140000.cfr.mp4,32:12.8,259,20s,259__7340
60,exiting,o,8731,20second/track_08731_20s.png,31_02_R_190808160000.cfr.mp4,18:03.6,261,20s,261__8731
61,entering,o,10293,20second/track_10293_20s.png,1_02_R_190807110000.cfr.mp4,43:46.4,266,20s,266__10293
62,exiting,o,12532,20second/track_12532_20s.png,1_02_R_190807110000.cfr.mp4,53:44.6,266,20s,266__12532
63,exiting,o,205,20second/track_00205_20s.png,4_02_R_190807140000.cfr.mp4,01:30.0,266,20s,266__205
64,entering,o,5134,20second/track_05134_20s.png,4_02_R_190807140000.cfr.mp4,24:01.7,266,20s,266__5134
65,exiting,o,7145,20second/track_07145_20s.png,4_02_R_190807140000.cfr.mp4,31:35.6,266,20s,266__7145
66,entering,o,15195,20second/track_15195_20s.png,4_02_R_190807140000.cfr.mp4,59:02.0,266,20s,266__15195
67,entering,o,14619,20second/track_14619_20s.png,5_02_R_190807150000.cfr.mp4,53:08.7,266,20s,266__14619
68,entering,o,5990,20second/track_05990_20s.png,26_02_R_190808110000.cfr.mp4,18:33.4,266,20s,266__5990
69,entering,o,16130,20second/track_16130_20s.png,27_02_R_190808120000.cfr.mp4,51:00.6,266,20s,266__16130
70,exiting,o,14185,20second/track_14185_20s.png,28_02_R_190808130000.cfr.mp4,50:37.2,266,20s,266__14185
71,entering,o,1863,20second/track_01863_20s.png,31_02_R_190808160000.cfr.mp4,05:10.5,266,20s,266__1863
72,entering,o,7515,20second/track_07515_20s.png,2_02_R_190807120000.cfr.mp4,27:16.6,269,20s,269__7515
73,exiting,o,10654,20second/track_10654_20s.png,5_02_R_190807150000.cfr.mp4,37:07.6,269,20s,269__10654
74,exiting,o,8113,20second/track_08113_20s.png,6_02_R_190807160000.cfr.mp4,29:07.8,269,20s,269__8113
75,exiting,o,6979,20second/track_06979_20s.png,27_02_R_190808120000.cfr.mp4,22:27.9,269,20s,269__6979
76,entering,o,10252,20second/track_10252_20s.png,27_02_R_190808120000.cfr.mp4,31:25.5,269,20s,269__10252
77,exiting,o,15792,20second/track_15792_20s.png,30_02_R_190808150000.cfr.mp4,45:03.8,269,20s,269__15792
78,exiting-entering,o,5054,20second/track_05054_20s.png,31_02_R_190808160000.cfr.mp4,12:12.9,269,20s,269__5054
79,entering,o,5094,20second/track_05094_20s.png,31_02_R_190808160000.cfr.mp4,12:12.2,269,20s,269__5094
80,exiting-entering,o,11004,20second/track_11004_20s.png,6_02_R_190807160000.cfr.mp4,38:45.6,270,20s,270__11004
81,exiting,o,2931,20second/track_02931_20s.png,2_02_R_190807120000.cfr.mp4,10:09.0,278,20s,278__2931
82,exiting,o,4914,20second/track_04914_20s.png,26_02_R_190808110000.cfr.mp4,14:50.6,278,20s,278__4914
83,exiting,o,18103,20second/track_18103_20s.png,31_02_R_190808160000.cfr.mp4,33:09.1,282,20s,282__18103
84,exiting,o,17287,20second/track_17287_20s.png,27_02_R_190808120000.cfr.mp4,55:52.2,320,20s,320__17287
85,exiting,o,3799,20second/track_03799_20s.png,28_02_R_190808130000.cfr.mp4,14:42.0,320,20s,320__3799
86,exiting,o,10584,20second/track_10584_20s.png,28_02_R_190808130000.cfr.mp4,39:06.5,320,20s,320__10584
87,entering,o,5374,20second/track_05374_20s.png,29_02_R_190808140000.cfr.mp4,20:45.4,320,20s,320__5374
88,exiting,o,8414,20second/track_08414_20s.png,29_02_R_190808140000.cfr.mp4,31:26.4,320,20s,320__8414
89,x,x,14956,20second/track_14956_20s.png,30_02_R_190808150000.cfr.mp4,43:07.1,320,20s,320__14956_14971_15011_15036
90,entering,o,23648,20second/track_23648_20s.png,31_02_R_190808160000.cfr.mp4,48:20.1,320,20s,320__23648
91,exiting,o,143,20second/track_00143_20s.png,2_02_R_190807120000.cfr.mp4,00:33.6,327,20s,327__143
92,exiting,o,6056,20second/track_06056_20s.png,27_02_R_190808120000.cfr.mp4,20:12.2,327,20s,327__6056
93,entering,o,6760,20second/track_06760_20s.png,27_02_R_190808120000.cfr.mp4,22:02.3,327,20s,327__6760
94,entering,o,13246,20second/track_13246_20s.png,30_02_R_190808150000.cfr.mp4,38:36.4,331,20s,331__13246
95,exiting-entering,o,15235,20second/track_15235_20s.png,6_02_R_190807160000.cfr.mp4,51:40.0,332,20s,332__15235_15397
96,exiting-entering,o,16345,20second/track_16345_20s.png,6_02_R_190807160000.cfr.mp4,53:53.0,332,20s,332__16345_16409
97,exiting,o,17214,20second/track_17214_20s.png,30_02_R_190808150000.cfr.mp4,49:55.8,332,20s,332__17214_17366_17374
98,exiting,o,1022,20second/track_01022_20s.png,2_02_R_190807120000.cfr.mp4,03:55.0,336,20s,336__1022
99,entering,o,1597,20second/track_01597_20s.png,2_02_R_190807120000.cfr.mp4,06:02.0,336,20s,336__1597
100,exiting,o,14727,20second/track_14727_20s.png,31_02_R_190808160000.cfr.mp4,26:34.6,336,20s,336__14727_14752
101,exiting-entering,o,15584,20second/track_15584_20s.png,31_02_R_190808160000.cfr.mp4,28:02.8,339,20s,339__15584
102,entering,o,15594,20second/track_15594_20s.png,31_02_R_190808160000.cfr.mp4,28:03.7,339,20s,339__15594
103,exiting,o,18342,20second/track_18342_20s.png,31_02_R_190808160000.cfr.mp4,33:40.5,339,20s,339__18342
104,exiting,o,15339,20second/track_15339_20s.png,31_02_R_190808160000.cfr.mp4,27:38.8,344,20s,344__15339
105,exiting,o,5502,20second/track_05502_20s.png,4_02_R_190807140000.cfr.mp4,25:43.0,350,20s,350__5502
106,exiting,o,6322,20second/track_06322_20s.png,1_02_R_190807110000.cfr.mp4,26:54.9,359,20s,359__6322
107,exiting,o,11563,20second/track_11563_20s.png,29_02_R_190808140000.cfr.mp4,43:04.2,360,20s,360__11563
108,exiting,o,13631,20second/track_13631_20s.png,31_02_R_190808160000.cfr.mp4,24:40.4,373,20s,373__13631
109,x,x,14853,20second/track_14853_20s.png,31_02_R_190808160000.cfr.mp4,27:01.5,373,20s,373__14853_15038
110,entering,o,8083,20second/track_08083_20s.png,1_02_R_190807110000.cfr.mp4,34:34.4,381,20s,381__8083
111,x,x,10138,20second/track_10138_20s.png,3_02_R_190807130000.cfr.mp4,54:17.2,381,20s,381__10138
112,entering,o,34,20second/track_00034_20s.png,4_02_R_190807140000.cfr.mp4,00:09.4,381,20s,381__34
113,exiting,o,12840,20second/track_12840_20s.png,4_02_R_190807140000.cfr.mp4,51:56.2,381,20s,381__12840
114,entering-exiting,o,6141,20second/track_06141_20s.png,27_02_R_190808120000.cfr.mp4,20:23.9,381,20s,381__6141
115,exiting,o,11655,20second/track_11655_20s.png,28_02_R_190808130000.cfr.mp4,42:12.4,381,20s,381__11655
116,entering,o,6677,20second/track_06677_20s.png,30_02_R_190808150000.cfr.mp4,19:12.8,381,20s,381__6677
117,exiting,o,9098,20second/track_09098_20s.png,30_02_R_190808150000.cfr.mp4,27:15.6,381,20s,381__9098
118,exiting,o,15875,20second/track_15875_20s.png,30_02_R_190808150000.cfr.mp4,45:33.3,381,20s,381__15875
119,x,x,2843,20second/track_02843_20s.png,1_02_R_190807110000.cfr.mp4,10:50.6,382,20s,382__2843_2886_2934
120,exiting-entering,o,2938,20second/track_02938_20s.png,1_02_R_190807110000.cfr.mp4,10:58.0,382,20s,382__2938
121,x,x,3349,20second/track_03349_20s.png,1_02_R_190807110000.cfr.mp4,12:56.5,382,20s,382__3349_3403_3413
122,exiting-entering,o,11196,20second/track_11196_20s.png,1_02_R_190807110000.cfr.mp4,47:41.1,382,20s,382__11196
123,exiting-entering,o,12036,20second/track_12036_20s.png,1_02_R_190807110000.cfr.mp4,51:43.8,382,20s,382__12036
124,x,x,12455,20second/track_12455_20s.png,1_02_R_190807110000.cfr.mp4,53:34.0,382,20s,382__12455
125,exiting,o,1288,20second/track_01288_20s.png,2_02_R_190807120000.cfr.mp4,05:07.2,382,20s,382__1288
126,entering,o,1881,20second/track_01881_20s.png,2_02_R_190807120000.cfr.mp4,06:44.3,382,20s,382__1881
127,exiting-entering,,16696,20second/track_16696_20s.png,6_02_R_190807160000.cfr.mp4,54:16.2,382,20s,382__16696_16777
128,exiting,o,7151,20second/track_07151_20s.png,27_02_R_190808120000.cfr.mp4,22:56.5,382,20s,382__7151
129,entering-exiting,,7562,20second/track_07562_20s.png,27_02_R_190808120000.cfr.mp4,24:33.8,382,20s,382__7562_7599_7724
130,entering,o,12131,20second/track_12131_20s.png,27_02_R_190808120000.cfr.mp4,37:20.0,382,20s,382__12131
131,exiting-entering,,2769,20second/track_02769_20s.png,28_02_R_190808130000.cfr.mp4,11:35.1,382,20s,382__2769_2901
132,exiting,,6000,20second/track_06000_20s.png,29_02_R_190808140000.cfr.mp4,24:20.2,382,20s,382__6000_6094_6125
133,entering,o,6174,20second/track_06174_20s.png,29_02_R_190808140000.cfr.mp4,24:32.1,382,20s,382__6174
134,entering,o,6247,20second/track_06247_20s.png,29_02_R_190808140000.cfr.mp4,25:26.5,382,20s,382__6247
135,exiting-entering,o,6919,20second/track_06919_20s.png,29_02_R_190808140000.cfr.mp4,26:41.8,382,20s,382__6919
136,exiting-entering,,8933,20second/track_08933_20s.png,29_02_R_190808140000.cfr.mp4,33:25.7,382,20s,382__8933_9024_9030
137,exiting,o,18023,20second/track_18023_20s.png,30_02_R_190808150000.cfr.mp4,51:21.4,382,20s,382__18023_18056
138,exiting,o,10970,20second/track_10970_20s.png,1_02_R_190807110000.cfr.mp4,46:47.1,384,20s,384__10970
139,exiting,o,7510,20second/track_07510_20s.png,4_02_R_190807140000.cfr.mp4,32:41.6,384,20s,384__7510
140,exiting,o,7681,20second/track_07681_20s.png,26_02_R_190808110000.cfr.mp4,24:00.7,384,20s,384__7681
141,exiting-entering,o,23299,20second/track_23299_20s.png,31_02_R_190808160000.cfr.mp4,47:07.6,384,20s,384__23299
142,exiting-entering,o,23429,20second/track_23429_20s.png,31_02_R_190808160000.cfr.mp4,47:40.4,384,20s,384__23429
143,exiting,o,23458,20second/track_23458_20s.png,31_02_R_190808160000.cfr.mp4,48:00.4,384,20s,384__23458_23531_23535
144,entering,o,23551,20second/track_23551_20s.png,31_02_R_190808160000.cfr.mp4,48:01.6,384,20s,384__23551
145,exiting,o,833,20second/track_00833_20s.png,3_02_R_190807130000.cfr.mp4,04:13.9,397,20s,397__833
146,entering,o,5690,20second/track_05690_20s.png,5_02_R_190807150000.cfr.mp4,20:35.4,397,20s,397__5690
147,exiting,o,12633,20second/track_12633_20s.png,5_02_R_190807150000.cfr.mp4,45:16.3,397,20s,397__12633
148,entering,o,565,20second/track_00565_20s.png,26_02_R_190808110000.cfr.mp4,01:44.4,397,20s,397__565
149,exiting,o,9740,20second/track_09740_20s.png,26_02_R_190808110000.cfr.mp4,32:08.2,397,20s,397__9740
150,exiting,o,934,20second/track_00934_20s.png,27_02_R_190808120000.cfr.mp4,03:34.3,397,20s,397__934
151,exiting,o,12148,20second/track_12148_20s.png,29_02_R_190808140000.cfr.mp4,45:34.7,397,20s,397__12148
152,entering,o,4439,20second/track_04439_20s.png,2_02_R_190807120000.cfr.mp4,15:43.8,399,20s,399__4439
153,exiting,o,7068,20second/track_07068_20s.png,2_02_R_190807120000.cfr.mp4,25:15.2,399,20s,399__7068
154,entering,o,1317,20second/track_01317_20s.png,5_02_R_190807150000.cfr.mp4,04:25.1,399,20s,399__1317
155,exiting,o,4670,20second/track_04670_20s.png,26_02_R_190808110000.cfr.mp4,14:10.2,399,20s,399__4670
156,entering,o,2489,20second/track_02489_20s.png,27_02_R_190808120000.cfr.mp4,08:37.6,399,20s,399__2489
157,exiting,o,3947,20second/track_03947_20s.png,27_02_R_190808120000.cfr.mp4,13:30.5,399,20s,399__3947
158,entering,o,4535,20second/track_04535_20s.png,28_02_R_190808130000.cfr.mp4,17:34.6,399,20s,399__4535
159,exiting,o,6878,20second/track_06878_20s.png,28_02_R_190808130000.cfr.mp4,27:20.2,399,20s,399__6878
160,entering,o,7121,20second/track_07121_20s.png,29_02_R_190808140000.cfr.mp4,27:24.8,399,20s,399__7121
161,exiting,o,14196,20second/track_14196_20s.png,29_02_R_190808140000.cfr.mp4,51:59.1,399,20s,399__14196
162,exiting-entering,o,10987,20second/track_10987_20s.png,1_02_R_190807110000.cfr.mp4,46:59.8,410,20s,410__10987_11031
163,exiting-entering,o,56,20second/track_00056_20s.png,2_02_R_190807120000.cfr.mp4,00:39.7,410,20s,410__56_91
164,exiting-entering,o,1548,20second/track_01548_20s.png,2_02_R_190807120000.cfr.mp4,06:06.7,410,20s,410__1548
165,entering,o,10521,20second/track_10521_20s.png,31_02_R_190808160000.cfr.mp4,20:25.6,410,20s,410__10521
166,exiting,o,8354,20second/track_08354_20s.png,31_02_R_190808160000.cfr.mp4,17:34.9,411,20s,411__8354
167,exiting,o,16755,20second/track_16755_20s.png,30_02_R_190808150000.cfr.mp4,47:47.1,417,20s,417__16755
168,entering,o,17225,20second/track_17225_20s.png,30_02_R_190808150000.cfr.mp4,48:48.4,417,20s,417__17225
169,exiting-entering,,5531,20second/track_05531_20s.png,31_02_R_190808160000.cfr.mp4,13:48.5,417,20s,417__5531_5575_5721_5737_5788_5968
170,entering,o,9647,20second/track_09647_20s.png,1_02_R_190807110000.cfr.mp4,40:53.5,420,20s,420__9647
171,exiting,o,347,20second/track_00347_20s.png,2_02_R_190807120000.cfr.mp4,01:28.8,420,20s,420__347
172,exiting,o,1069,20second/track_01069_20s.png,3_02_R_190807130000.cfr.mp4,05:15.5,420,20s,420__1069
173,entering,o,3433,20second/track_03433_20s.png,4_02_R_190807140000.cfr.mp4,16:44.3,420,20s,420__3433
174,exiting,o,3335,20second/track_03335_20s.png,26_02_R_190808110000.cfr.mp4,10:18.8,420,20s,420__3335
175,entering,o,11737,20second/track_11737_20s.png,27_02_R_190808120000.cfr.mp4,35:58.4,420,20s,420__11737
176,exiting,o,13896,20second/track_13896_20s.png,27_02_R_190808120000.cfr.mp4,43:13.7,420,20s,420__13896
177,exiting,o,8671,20second/track_08671_20s.png,28_02_R_190808130000.cfr.mp4,33:37.8,420,20s,420__8671
178,entering,o,9574,20second/track_09574_20s.png,30_02_R_190808150000.cfr.mp4,28:38.7,420,20s,420__9574
179,exiting,o,17731,20second/track_17731_20s.png,30_02_R_190808150000.cfr.mp4,50:25.2,420,20s,420__17731
180,entering,o,25478,20second/track_25478_20s.png,31_02_R_190808160000.cfr.mp4,54:12.6,420,20s,420__25478
181,exiting-entering,o,9647,20second/track_09647_20s.png,28_02_R_190808130000.cfr.mp4,36:43.3,428,20s,428__9647
182,exiting,o,18371,20second/track_18371_20s.png,30_02_R_190808150000.cfr.mp4,53:00.2,428,20s,428__18371
183,exiting,o,13336,20second/track_13336_20s.png,31_02_R_190808160000.cfr.mp4,24:14.9,434,20s,434__13336
184,exiting,o,11817,20second/track_11817_20s.png,6_02_R_190807160000.cfr.mp4,41:06.9,436,20s,436__11817
185,exiting,o,6155,20second/track_06155_20s.png,6_02_R_190807160000.cfr.mp4,22:17.4,449,20s,449__6155
186,exiting,o,311,20second/track_00311_20s.png,27_02_R_190808120000.cfr.mp4,01:29.0,449,20s,449__311
187,exiting,o,20119,20second/track_20119_20s.png,30_02_R_190808150000.cfr.mp4,57:03.8,449,20s,449__20119
188,exiting,o,16253,20second/track_16253_20s.png,31_02_R_190808160000.cfr.mp4,29:22.9,452,20s,452__16253
189,x,x,5306,20second/track_05306_20s.png,5_02_R_190807150000.cfr.mp4,18:54.6,453,20s,453__5306
190,exiting,o,12635,20second/track_12635_20s.png,1_02_R_190807110000.cfr.mp4,54:07.8,472,20s,472__12635
191,entering,o,628,20second/track_00628_20s.png,2_02_R_190807120000.cfr.mp4,02:34.7,472,20s,472__628
192,exiting,o,3814,20second/track_03814_20s.png,2_02_R_190807120000.cfr.mp4,13:21.2,472,20s,472__3814
193,x,x,3200,20second/track_03200_20s.png,5_02_R_190807150000.cfr.mp4,10:45.5,472,20s,472__3200
194,x,x,3436,20second/track_03436_20s.png,5_02_R_190807150000.cfr.mp4,12:21.2,472,20s,472__3436_3533
195,exiting,o,1951,20second/track_01951_20s.png,27_02_R_190808120000.cfr.mp4,07:06.7,472,20s,472__1951
196,exiting,o,15121,20second/track_15121_20s.png,27_02_R_190808120000.cfr.mp4,47:02.5,472,20s,472__15121
197,exiting,o,10263,20second/track_10263_20s.png,28_02_R_190808130000.cfr.mp4,38:13.8,472,20s,472__10263
198,entering,o,4310,20second/track_04310_20s.png,29_02_R_190808140000.cfr.mp4,16:34.8,472,20s,472__4310
199,exiting,o,5739,20second/track_05739_20s.png,29_02_R_190808140000.cfr.mp4,22:23.6,472,20s,472__5739
200,x,x,5093,20second/track_05093_20s.png,1_02_R_190807110000.cfr.mp4,21:00.3,474,20s,474__5093_5112
201,exiting-entering,,5279,20second/track_05279_20s.png,1_02_R_190807110000.cfr.mp4,22:41.6,474,20s,474__5279_5286_5313_5434
202,x,x,5521,20second/track_05521_20s.png,1_02_R_190807110000.cfr.mp4,23:12.8,474,20s,474__5521
203,exiting,o,8136,20second/track_08136_20s.png,4_02_R_190807140000.cfr.mp4,35:24.6,474,20s,474__8136
204,entering,o,8455,20second/track_08455_20s.png,4_02_R_190807140000.cfr.mp4,36:37.2,474,20s,474__8455
205,exiting,o,9776,20second/track_09776_20s.png,31_02_R_190808160000.cfr.mp4,19:26.4,474,20s,474__9776
206,exiting,o,20509,20second/track_20509_20s.png,30_02_R_190808150000.cfr.mp4,58:05.9,479,20s,479__20509
207,exiting,o,6846,20second/track_06846_20s.png,31_02_R_190808160000.cfr.mp4,15:20.4,480,20s,480__6846
208,exiting-entering,o,9187,20second/track_09187_20s.png,1_02_R_190807110000.cfr.mp4,39:30.7,488,20s,488__9187
209,exiting,o,20700,20second/track_20700_20s.png,30_02_R_190808150000.cfr.mp4,58:39.2,488,20s,488__20700_20737
210,exiting,o,5831,20second/track_05831_20s.png,31_02_R_190808160000.cfr.mp4,13:31.4,492,20s,492__5831
211,exiting,o,15535,20second/track_15535_20s.png,6_02_R_190807160000.cfr.mp4,51:18.7,503,20s,503__15535
212,exiting,o,4005,20second/track_04005_20s.png,31_02_R_190808160000.cfr.mp4,10:03.4,503,20s,503__4005
213,exiting,o,12930,20second/track_12930_20s.png,28_02_R_190808130000.cfr.mp4,46:39.2,509,20s,509__12930
214,exiting,o,1188,20second/track_01188_20s.png,1_02_R_190807110000.cfr.mp4,04:23.9,527,20s,527__1188
215,exiting,o,12110,20second/track_12110_20s.png,1_02_R_190807110000.cfr.mp4,51:53.1,527,20s,527__12110
216,exiting,o,6813,20second/track_06813_20s.png,4_02_R_190807140000.cfr.mp4,30:35.0,527,20s,527__6813
217,exiting-entering,o,7243,20second/track_07243_20s.png,26_02_R_190808110000.cfr.mp4,22:44.7,527,20s,527__7243_7273
218,exiting,o,15440,20second/track_15440_20s.png,26_02_R_190808110000.cfr.mp4,54:12.8,527,20s,527__15440
219,exiting,o,3813,20second/track_03813_20s.png,27_02_R_190808120000.cfr.mp4,13:06.5,527,20s,527__3813
220,entering,o,8603,20second/track_08603_20s.png,27_02_R_190808120000.cfr.mp4,26:47.6,527,20s,527__8603
221,exiting,o,4706,20second/track_04706_20s.png,29_02_R_190808140000.cfr.mp4,18:05.6,527,20s,527__4706
222,entering,o,11846,20second/track_11846_20s.png,30_02_R_190808150000.cfr.mp4,34:55.2,527,20s,527__11846
223,exiting,o,6265,20second/track_06265_20s.png,31_02_R_190808160000.cfr.mp4,14:18.0,527,20s,527__6265
224,x,x,9598,20second/track_09598_20s.png,28_02_R_190808130000.cfr.mp4,36:18.4,541,20s,541__9598
225,x,x,12985,20second/track_12985_20s.png,2_02_R_190807120000.cfr.mp4,51:58.8,556,20s,556__12985
226,entering,o,2489,20second/track_02489_20s.png,6_02_R_190807160000.cfr.mp4,08:49.9,556,20s,556__2489
227,exiting,o,14221,20second/track_14221_20s.png,30_02_R_190808150000.cfr.mp4,40:56.2,560,20s,560__14221
228,exiting,o,4202,20second/track_04202_20s.png,2_02_R_190807120000.cfr.mp4,14:58.8,566,20s,566__4202
229,entering,o,4407,20second/track_04407_20s.png,2_02_R_190807120000.cfr.mp4,15:32.2,566,20s,566__4407
230,exiting,o,3809,20second/track_03809_20s.png,31_02_R_190808160000.cfr.mp4,09:42.0,567,20s,567__3809
231,entering,o,4832,20second/track_04832_20s.png,31_02_R_190808160000.cfr.mp4,11:42.6,567,20s,567__4832
