group_id,event,ambiguousflag,track_id,filename,video,datetime,tagid,mergethreshold,eventid
53,x,x,10951,5second/track_10951_5s.png,5_02_R_190807150000.cfr.mp4,38:17.2,187,5s,187__10951
54,exiting,o,20417,5second/track_20417_5s.png,30_02_R_190808150000.cfr.mp4,57:48.4,187,5s,187__20417
55,exiting,o,663,5second/track_00663_5s.png,1_02_R_190807110000.cfr.mp4,02:31.5,199,5s,199__663
56,entering,o,1676,5second/track_01676_5s.png,1_02_R_190807110000.cfr.mp4,06:13.8,199,5s,199__1676
57,exiting,o,14024,5second/track_14024_5s.png,31_02_R_190808160000.cfr.mp4,25:17.6,199,5s,199__14024
58,exiting-entering,o,10280,5second/track_10280_5s.png,30_02_R_190808150000.cfr.mp4,30:24.7,212,5s,212__10280
59,exiting,o,3840,5second/track_03840_5s.png,1_02_R_190807110000.cfr.mp4,14:51.0,220,5s,220__3840
60,exiting,o,12465,5second/track_12465_5s.png,1_02_R_190807110000.cfr.mp4,53:35.8,220,5s,220__12465
61,exiting,o,7170,5second/track_07170_5s.png,4_02_R_190807140000.cfr.mp4,31:42.4,220,5s,220__7170
62,entering,o,7332,5second/track_07332_5s.png,2_02_R_190807120000.cfr.mp4,26:08.1,221,5s,221__7332
63,exiting,o,3811,5second/track_03811_5s.png,31_02_R_190808160000.cfr.mp4,09:46.9,221,5s,221__3811
64,x,x,8677,5second/track_08677_5s.png,1_02_R_190807110000.cfr.mp4,37:31.8,223,5s,223__8677
65,exiting,o,1651,5second/track_01651_5s.png,1_02_R_190807110000.cfr.mp4,06:12.1,243,5s,243__1651
66,exiting,o,12915,5second/track_12915_5s.png,31_02_R_190808160000.cfr.mp4,23:37.6,256,5s,256__12915
67,entering,o,14008,5second/track_14008_5s.png,31_02_R_190808160000.cfr.mp4,25:21.4,256,5s,256__14008_14014
68,exiting,o,415,5second/track_00415_5s.png,1_02_R_190807110000.cfr.mp4,01:37.3,259,5s,259__415
69,exiting,o,7340,5second/track_07340_5s.png,4_02_R_190807140000.cfr.mp4,32:12.8,259,5s,259__7340
70,exiting,o,8731,5second/track_08731_5s.png,31_02_R_190808160000.cfr.mp4,18:03.6,261,5s,261__8731
71,entering,o,10293,5second/track_10293_5s.png,1_02_R_190807110000.cfr.mp4,43:46.4,266,5s,266__10293
72,exiting,o,12532,5second/track_12532_5s.png,1_02_R_190807110000.cfr.mp4,53:44.6,266,5s,266__12532
73,exiting,o,205,5second/track_00205_5s.png,4_02_R_190807140000.cfr.mp4,01:30.0,266,5s,266__205
74,entering,o,5134,5second/track_05134_5s.png,4_02_R_190807140000.cfr.mp4,24:01.7,266,5s,266__5134
75,exiting,o,7145,5second/track_07145_5s.png,4_02_R_190807140000.cfr.mp4,31:35.6,266,5s,266__7145
76,entering,o,15195,5second/track_15195_5s.png,4_02_R_190807140000.cfr.mp4,59:02.0,266,5s,266__15195
77,entering,o,14619,5second/track_14619_5s.png,5_02_R_190807150000.cfr.mp4,53:08.7,266,5s,266__14619
78,entering,o,5990,5second/track_05990_5s.png,26_02_R_190808110000.cfr.mp4,18:33.4,266,5s,266__5990
79,entering,o,16130,5second/track_16130_5s.png,27_02_R_190808120000.cfr.mp4,51:00.6,266,5s,266__16130
80,exiting,o,14185,5second/track_14185_5s.png,28_02_R_190808130000.cfr.mp4,50:37.2,266,5s,266__14185
81,entering,o,1863,5second/track_01863_5s.png,31_02_R_190808160000.cfr.mp4,05:10.5,266,5s,266__1863
82,entering,o,7515,5second/track_07515_5s.png,2_02_R_190807120000.cfr.mp4,27:16.6,269,5s,269__7515
83,exiting,o,10654,5second/track_10654_5s.png,5_02_R_190807150000.cfr.mp4,37:07.6,269,5s,269__10654
84,exiting,o,8113,5second/track_08113_5s.png,6_02_R_190807160000.cfr.mp4,29:07.8,269,5s,269__8113
85,exiting,o,6979,5second/track_06979_5s.png,27_02_R_190808120000.cfr.mp4,22:27.9,269,5s,269__6979
86,entering,o,10252,5second/track_10252_5s.png,27_02_R_190808120000.cfr.mp4,31:25.5,269,5s,269__10252
87,exiting,o,15792,5second/track_15792_5s.png,30_02_R_190808150000.cfr.mp4,45:03.8,269,5s,269__15792
88,exiting-entering,o,11004,5second/track_11004_5s.png,6_02_R_190807160000.cfr.mp4,38:45.6,270,5s,270__11004
89,exiting,o,2931,5second/track_02931_5s.png,2_02_R_190807120000.cfr.mp4,10:09.0,278,5s,278__2931
90,exiting,o,4914,5second/track_04914_5s.png,26_02_R_190808110000.cfr.mp4,14:50.6,278,5s,278__4914
91,exiting,o,18103,5second/track_18103_5s.png,31_02_R_190808160000.cfr.mp4,33:09.1,282,5s,282__18103
92,exiting,o,17287,5second/track_17287_5s.png,27_02_R_190808120000.cfr.mp4,55:52.2,320,5s,320__17287
93,exiting,o,3799,5second/track_03799_5s.png,28_02_R_190808130000.cfr.mp4,14:42.0,320,5s,320__3799
94,exiting,o,10584,5second/track_10584_5s.png,28_02_R_190808130000.cfr.mp4,39:06.5,320,5s,320__10584
95,entering,o,5374,5second/track_05374_5s.png,29_02_R_190808140000.cfr.mp4,20:45.4,320,5s,320__5374
96,exiting,o,8414,5second/track_08414_5s.png,29_02_R_190808140000.cfr.mp4,31:26.4,320,5s,320__8414
97,x,x,14956,5second/track_14956_5s.png,30_02_R_190808150000.cfr.mp4,42:56.3,320,5s,320__14956_14971
98,x,x,15011,5second/track_15011_5s.png,30_02_R_190808150000.cfr.mp4,43:07.1,320,5s,320__15011_15036
99,entering,o,23648,5second/track_23648_5s.png,31_02_R_190808160000.cfr.mp4,48:20.1,320,5s,320__23648
100,exiting,o,143,5second/track_00143_5s.png,2_02_R_190807120000.cfr.mp4,00:33.6,327,5s,327__143
101,exiting,o,6056,5second/track_06056_5s.png,27_02_R_190808120000.cfr.mp4,20:12.2,327,5s,327__6056
102,entering,o,6760,5second/track_06760_5s.png,27_02_R_190808120000.cfr.mp4,22:02.3,327,5s,327__6760
103,entering,o,13246,5second/track_13246_5s.png,30_02_R_190808150000.cfr.mp4,38:36.4,331,5s,331__13246
104,exiting-entering,o,15235,5second/track_15235_5s.png,6_02_R_190807160000.cfr.mp4,51:40.0,332,5s,332__15235_15397
105,exiting-entering,o,16345,5second/track_16345_5s.png,6_02_R_190807160000.cfr.mp4,53:53.0,332,5s,332__16345_16409
106,exiting,o,17214,5second/track_17214_5s.png,30_02_R_190808150000.cfr.mp4,49:55.8,332,5s,332__17214_17366_17374
107,exiting,o,1022,5second/track_01022_5s.png,2_02_R_190807120000.cfr.mp4,03:55.0,336,5s,336__1022
108,entering,o,1597,5second/track_01597_5s.png,2_02_R_190807120000.cfr.mp4,06:02.0,336,5s,336__1597
109,exiting,o,14727,5second/track_14727_5s.png,31_02_R_190808160000.cfr.mp4,26:34.6,336,5s,336__14727_14752
110,exiting,o,18342,5second/track_18342_5s.png,31_02_R_190808160000.cfr.mp4,33:40.5,339,5s,339__18342
111,exiting,o,15339,5second/track_15339_5s.png,31_02_R_190808160000.cfr.mp4,27:38.8,344,5s,344__15339
112,exiting,o,5502,5second/track_05502_5s.png,4_02_R_190807140000.cfr.mp4,25:43.0,350,5s,350__5502
113,exiting,o,6322,5second/track_06322_5s.png,1_02_R_190807110000.cfr.mp4,26:54.9,359,5s,359__6322
114,exiting,o,11563,5second/track_11563_5s.png,29_02_R_190808140000.cfr.mp4,43:04.2,360,5s,360__11563
115,exiting,o,13631,5second/track_13631_5s.png,31_02_R_190808160000.cfr.mp4,24:40.4,373,5s,373__13631
116,x,x,14853,5second/track_14853_5s.png,31_02_R_190808160000.cfr.mp4,26:43.0,373,5s,373__14853
117,entering,o,15038,5second/track_15038_5s.png,31_02_R_190808160000.cfr.mp4,27:01.5,373,5s,373__15038
118,entering,o,8083,5second/track_08083_5s.png,1_02_R_190807110000.cfr.mp4,34:34.4,381,5s,381__8083
119,x,x,10138,5second/track_10138_5s.png,3_02_R_190807130000.cfr.mp4,54:17.2,381,5s,381__10138
120,entering,o,34,5second/track_00034_5s.png,4_02_R_190807140000.cfr.mp4,00:09.4,381,5s,381__34
121,exiting,o,12840,5second/track_12840_5s.png,4_02_R_190807140000.cfr.mp4,51:56.2,381,5s,381__12840
122,entering-exiting,o,6141,5second/track_06141_5s.png,27_02_R_190808120000.cfr.mp4,20:23.9,381,5s,381__6141
123,exiting,o,11655,5second/track_11655_5s.png,28_02_R_190808130000.cfr.mp4,42:12.4,381,5s,381__11655
124,entering,o,6677,5second/track_06677_5s.png,30_02_R_190808150000.cfr.mp4,19:12.8,381,5s,381__6677
125,exiting,o,9098,5second/track_09098_5s.png,30_02_R_190808150000.cfr.mp4,27:15.6,381,5s,381__9098
126,exiting,o,15875,5second/track_15875_5s.png,30_02_R_190808150000.cfr.mp4,45:33.3,381,5s,381__15875
127,exiting-entering,o,2843,5second/track_02843_5s.png,1_02_R_190807110000.cfr.mp4,10:35.5,382,5s,382__2843
128,x,x,2886,5second/track_02886_5s.png,1_02_R_190807110000.cfr.mp4,10:47.3,382,5s,382__2886
129,x,x,3349,5second/track_03349_5s.png,1_02_R_190807110000.cfr.mp4,12:38.5,382,5s,382__3349
130,x,x,3403,5second/track_03403_5s.png,1_02_R_190807110000.cfr.mp4,12:56.5,382,5s,382__3403_3413
131,exiting-entering,o,11196,5second/track_11196_5s.png,1_02_R_190807110000.cfr.mp4,47:41.1,382,5s,382__11196
132,exiting-entering,o,12036,5second/track_12036_5s.png,1_02_R_190807110000.cfr.mp4,51:43.8,382,5s,382__12036
133,x,x,12455,5second/track_12455_5s.png,1_02_R_190807110000.cfr.mp4,53:34.0,382,5s,382__12455
134,exiting,o,1288,5second/track_01288_5s.png,2_02_R_190807120000.cfr.mp4,05:07.2,382,5s,382__1288
135,entering,o,1881,5second/track_01881_5s.png,2_02_R_190807120000.cfr.mp4,06:44.3,382,5s,382__1881
136,exiting-entering,o,16696,5second/track_16696_5s.png,6_02_R_190807160000.cfr.mp4,54:01.0,382,5s,382__16696
137,exiting-entering,o,16777,5second/track_16777_5s.png,6_02_R_190807160000.cfr.mp4,54:16.2,382,5s,382__16777
138,exiting,o,7151,5second/track_07151_5s.png,27_02_R_190808120000.cfr.mp4,22:56.5,382,5s,382__7151
139,entering,o,7562,5second/track_07562_5s.png,27_02_R_190808120000.cfr.mp4,24:07.2,382,5s,382__7562_7599
140,exiting,o,7724,5second/track_07724_5s.png,27_02_R_190808120000.cfr.mp4,24:33.8,382,5s,382__7724
141,entering,o,12131,5second/track_12131_5s.png,27_02_R_190808120000.cfr.mp4,37:20.0,382,5s,382__12131
142,exiting,o,2769,5second/track_02769_5s.png,28_02_R_190808130000.cfr.mp4,11:14.2,382,5s,382__2769
143,entering,o,2901,5second/track_02901_5s.png,28_02_R_190808130000.cfr.mp4,11:35.1,382,5s,382__2901
144,exiting-entering,o,6000,5second/track_06000_5s.png,29_02_R_190808140000.cfr.mp4,23:50.4,382,5s,382__6000
145,x,x,6094,5second/track_06094_5s.png,29_02_R_190808140000.cfr.mp4,24:02.3,382,5s,382__6094
146,exiting-entering,o,6919,5second/track_06919_5s.png,29_02_R_190808140000.cfr.mp4,26:41.8,382,5s,382__6919
147,exiting,o,8933,5second/track_08933_5s.png,29_02_R_190808140000.cfr.mp4,33:07.0,382,5s,382__8933
148,entering,o,9024,5second/track_09024_5s.png,29_02_R_190808140000.cfr.mp4,33:25.7,382,5s,382__9024_9030
149,exiting,o,18023,5second/track_18023_5s.png,30_02_R_190808150000.cfr.mp4,51:21.4,382,5s,382__18023_18056
150,exiting,o,10970,5second/track_10970_5s.png,1_02_R_190807110000.cfr.mp4,46:47.1,384,5s,384__10970
151,exiting,o,7510,5second/track_07510_5s.png,4_02_R_190807140000.cfr.mp4,32:41.6,384,5s,384__7510
152,exiting,o,7681,5second/track_07681_5s.png,26_02_R_190808110000.cfr.mp4,24:00.7,384,5s,384__7681
153,x,x,23299,5second/track_23299_5s.png,31_02_R_190808160000.cfr.mp4,47:52.9,384,5s,384__23299_23531
154,exiting,o,833,5second/track_00833_5s.png,3_02_R_190807130000.cfr.mp4,04:13.9,397,5s,397__833
155,entering,o,5690,5second/track_05690_5s.png,5_02_R_190807150000.cfr.mp4,20:35.4,397,5s,397__5690
156,exiting,o,12633,5second/track_12633_5s.png,5_02_R_190807150000.cfr.mp4,45:16.3,397,5s,397__12633
157,entering,o,565,5second/track_00565_5s.png,26_02_R_190808110000.cfr.mp4,01:44.4,397,5s,397__565
158,exiting,o,9740,5second/track_09740_5s.png,26_02_R_190808110000.cfr.mp4,32:08.2,397,5s,397__9740
159,exiting,o,934,5second/track_00934_5s.png,27_02_R_190808120000.cfr.mp4,03:34.3,397,5s,397__934
160,exiting,o,12148,5second/track_12148_5s.png,29_02_R_190808140000.cfr.mp4,45:34.7,397,5s,397__12148
161,entering,o,4439,5second/track_04439_5s.png,2_02_R_190807120000.cfr.mp4,15:43.8,399,5s,399__4439
162,exiting,o,7068,5second/track_07068_5s.png,2_02_R_190807120000.cfr.mp4,25:15.2,399,5s,399__7068
163,entering,o,1317,5second/track_01317_5s.png,5_02_R_190807150000.cfr.mp4,04:25.1,399,5s,399__1317
164,exiting,o,4670,5second/track_04670_5s.png,26_02_R_190808110000.cfr.mp4,14:10.2,399,5s,399__4670
165,entering,o,2489,5second/track_02489_5s.png,27_02_R_190808120000.cfr.mp4,08:37.6,399,5s,399__2489
166,exiting,o,3947,5second/track_03947_5s.png,27_02_R_190808120000.cfr.mp4,13:30.5,399,5s,399__3947
167,entering,o,4535,5second/track_04535_5s.png,28_02_R_190808130000.cfr.mp4,17:34.6,399,5s,399__4535
168,exiting,o,6878,5second/track_06878_5s.png,28_02_R_190808130000.cfr.mp4,27:20.2,399,5s,399__6878
169,entering,o,7121,5second/track_07121_5s.png,29_02_R_190808140000.cfr.mp4,27:24.8,399,5s,399__7121
170,exiting,o,14196,5second/track_14196_5s.png,29_02_R_190808140000.cfr.mp4,51:59.1,399,5s,399__14196
171,exiting-entering,o,10987,5second/track_10987_5s.png,1_02_R_190807110000.cfr.mp4,46:59.8,410,5s,410__10987_11031
172,exiting-entering,o,56,5second/track_00056_5s.png,2_02_R_190807120000.cfr.mp4,00:39.7,410,5s,410__56_91
173,exiting-entering,o,1548,5second/track_01548_5s.png,2_02_R_190807120000.cfr.mp4,06:06.7,410,5s,410__1548
174,entering,o,10521,5second/track_10521_5s.png,31_02_R_190808160000.cfr.mp4,20:25.6,410,5s,410__10521
175,exiting,o,8354,5second/track_08354_5s.png,31_02_R_190808160000.cfr.mp4,17:34.9,411,5s,411__8354
176,exiting,o,16755,5second/track_16755_5s.png,30_02_R_190808150000.cfr.mp4,47:47.1,417,5s,417__16755
177,entering,o,17225,5second/track_17225_5s.png,30_02_R_190808150000.cfr.mp4,48:48.4,417,5s,417__17225
178,exiting,o,5531,5second/track_05531_5s.png,31_02_R_190808160000.cfr.mp4,13:07.2,417,5s,417__5531_5575
179,entering-exiting,o,5721,5second/track_05721_5s.png,31_02_R_190808160000.cfr.mp4,13:30.4,417,5s,417__5721_5737_5788
180,entering,o,5968,5second/track_05968_5s.png,31_02_R_190808160000.cfr.mp4,13:48.5,417,5s,417__5968
181,entering,o,9647,5second/track_09647_5s.png,1_02_R_190807110000.cfr.mp4,40:53.5,420,5s,420__9647
182,exiting,o,347,5second/track_00347_5s.png,2_02_R_190807120000.cfr.mp4,01:28.8,420,5s,420__347
183,exiting,o,1069,5second/track_01069_5s.png,3_02_R_190807130000.cfr.mp4,05:15.5,420,5s,420__1069
184,entering,o,3433,5second/track_03433_5s.png,4_02_R_190807140000.cfr.mp4,16:44.3,420,5s,420__3433
185,exiting,o,3335,5second/track_03335_5s.png,26_02_R_190808110000.cfr.mp4,10:18.8,420,5s,420__3335
186,entering,o,11737,5second/track_11737_5s.png,27_02_R_190808120000.cfr.mp4,35:58.4,420,5s,420__11737
187,exiting,o,13896,5second/track_13896_5s.png,27_02_R_190808120000.cfr.mp4,43:13.7,420,5s,420__13896
188,exiting,o,8671,5second/track_08671_5s.png,28_02_R_190808130000.cfr.mp4,33:37.8,420,5s,420__8671
189,entering,o,9574,5second/track_09574_5s.png,30_02_R_190808150000.cfr.mp4,28:38.7,420,5s,420__9574
190,exiting,o,17731,5second/track_17731_5s.png,30_02_R_190808150000.cfr.mp4,50:25.2,420,5s,420__17731
191,entering,o,25478,5second/track_25478_5s.png,31_02_R_190808160000.cfr.mp4,54:12.6,420,5s,420__25478
192,exiting-entering,o,9647,5second/track_09647_5s.png,28_02_R_190808130000.cfr.mp4,36:43.3,428,5s,428__9647
193,exiting,o,18371,5second/track_18371_5s.png,30_02_R_190808150000.cfr.mp4,53:00.2,428,5s,428__18371
194,exiting,o,13336,5second/track_13336_5s.png,31_02_R_190808160000.cfr.mp4,24:14.9,434,5s,434__13336
195,exiting,o,11817,5second/track_11817_5s.png,6_02_R_190807160000.cfr.mp4,41:06.9,436,5s,436__11817
196,exiting,o,6155,5second/track_06155_5s.png,6_02_R_190807160000.cfr.mp4,22:17.4,449,5s,449__6155
197,exiting,o,311,5second/track_00311_5s.png,27_02_R_190808120000.cfr.mp4,01:29.0,449,5s,449__311
198,exiting,o,20119,5second/track_20119_5s.png,30_02_R_190808150000.cfr.mp4,57:03.8,449,5s,449__20119
199,exiting,o,16253,5second/track_16253_5s.png,31_02_R_190808160000.cfr.mp4,29:22.9,452,5s,452__16253
200,x,x,5306,5second/track_05306_5s.png,5_02_R_190807150000.cfr.mp4,18:54.6,453,5s,453__5306
201,exiting,o,12635,5second/track_12635_5s.png,1_02_R_190807110000.cfr.mp4,54:07.8,472,5s,472__12635
202,entering,o,628,5second/track_00628_5s.png,2_02_R_190807120000.cfr.mp4,02:34.7,472,5s,472__628
203,exiting,o,3814,5second/track_03814_5s.png,2_02_R_190807120000.cfr.mp4,13:21.2,472,5s,472__3814
204,x,x,3200,5second/track_03200_5s.png,5_02_R_190807150000.cfr.mp4,10:45.5,472,5s,472__3200
205,x,x,3436,5second/track_03436_5s.png,5_02_R_190807150000.cfr.mp4,12:06.6,472,5s,472__3436
206,entering,o,3533,5second/track_03533_5s.png,5_02_R_190807150000.cfr.mp4,12:21.2,472,5s,472__3533
207,exiting,o,1951,5second/track_01951_5s.png,27_02_R_190808120000.cfr.mp4,07:06.7,472,5s,472__1951
208,exiting,o,15121,5second/track_15121_5s.png,27_02_R_190808120000.cfr.mp4,47:02.5,472,5s,472__15121
209,exiting,o,10263,5second/track_10263_5s.png,28_02_R_190808130000.cfr.mp4,38:13.8,472,5s,472__10263
210,entering,o,4310,5second/track_04310_5s.png,29_02_R_190808140000.cfr.mp4,16:34.8,472,5s,472__4310
211,exiting,o,5739,5second/track_05739_5s.png,29_02_R_190808140000.cfr.mp4,22:23.6,472,5s,472__5739
212,x,x,5093,5second/track_05093_5s.png,1_02_R_190807110000.cfr.mp4,21:00.3,474,5s,474__5093_5112
213,x,x,5279,5second/track_05279_5s.png,1_02_R_190807110000.cfr.mp4,21:36.1,474,5s,474__5279_5286
214,exiting-entering,o,5313,5second/track_05313_5s.png,1_02_R_190807110000.cfr.mp4,22:30.5,474,5s,474__5313
215,x,x,5434,5second/track_05434_5s.png,1_02_R_190807110000.cfr.mp4,22:41.6,474,5s,474__5434
216,x,x,5521,5second/track_05521_5s.png,1_02_R_190807110000.cfr.mp4,23:12.8,474,5s,474__5521
217,exiting,o,8136,5second/track_08136_5s.png,4_02_R_190807140000.cfr.mp4,35:24.6,474,5s,474__8136
218,entering,o,8455,5second/track_08455_5s.png,4_02_R_190807140000.cfr.mp4,36:37.2,474,5s,474__8455
219,exiting,o,9776,5second/track_09776_5s.png,31_02_R_190808160000.cfr.mp4,19:26.4,474,5s,474__9776
220,exiting,o,20509,5second/track_20509_5s.png,30_02_R_190808150000.cfr.mp4,58:05.9,479,5s,479__20509
221,exiting,o,6846,5second/track_06846_5s.png,31_02_R_190808160000.cfr.mp4,15:20.4,480,5s,480__6846
222,exiting-entering,o,9187,5second/track_09187_5s.png,1_02_R_190807110000.cfr.mp4,39:30.7,488,5s,488__9187
223,exiting,o,20700,5second/track_20700_5s.png,30_02_R_190808150000.cfr.mp4,58:39.2,488,5s,488__20700_20737
224,exiting,o,5831,5second/track_05831_5s.png,31_02_R_190808160000.cfr.mp4,13:31.4,492,5s,492__5831
225,exiting,o,15535,5second/track_15535_5s.png,6_02_R_190807160000.cfr.mp4,51:18.7,503,5s,503__15535
226,exiting,o,4005,5second/track_04005_5s.png,31_02_R_190808160000.cfr.mp4,10:03.4,503,5s,503__4005
227,exiting,o,12930,5second/track_12930_5s.png,28_02_R_190808130000.cfr.mp4,46:39.2,509,5s,509__12930
228,exiting,o,1188,5second/track_01188_5s.png,1_02_R_190807110000.cfr.mp4,04:23.9,527,5s,527__1188
229,exiting,o,12110,5second/track_12110_5s.png,1_02_R_190807110000.cfr.mp4,51:53.1,527,5s,527__12110
230,exiting,o,6813,5second/track_06813_5s.png,4_02_R_190807140000.cfr.mp4,30:35.0,527,5s,527__6813
231,exiting-entering,o,7243,5second/track_07243_5s.png,26_02_R_190808110000.cfr.mp4,22:44.7,527,5s,527__7243_7273
232,exiting,o,15440,5second/track_15440_5s.png,26_02_R_190808110000.cfr.mp4,54:12.8,527,5s,527__15440
233,exiting,o,3813,5second/track_03813_5s.png,27_02_R_190808120000.cfr.mp4,13:06.5,527,5s,527__3813
